"","taxID","taxon","rank","score","kingdom","phylum","class","order","family","genus","species"
"7bbeecf008775a49187717ad00b4df38eeda8bc9","  32523","Tetrapoda","clade","1.0000","Metazoa","Chordata","","","","",""
"00a087f7239da5d4c077535f394c6bc1868e04d3","   9935","Ovis","genus",NA,"Metazoa","Chordata","Mammalia","Artiodactyla","Bovidae","Ovis",""
"4c562c7a275414a00788a05c97abe672981ffcea","  39087","Arvicolinae","subfamily","1.0000","Metazoa","Chordata","Mammalia","Rodentia","Cricetidae","",""
"e9714c684e9beeaab137301ac612768962704198","   9685","Felis catus","species",NA,"Metazoa","Chordata","Mammalia","Carnivora","Felidae","Felis","Felis catus"
"814bd62cd7f0891ddea80fac0be25f86af95d790","  90988","Pimephales promelas","species",NA,"Metazoa","Chordata","Actinopteri","Cypriniformes","Leuciscidae","Pimephales","Pimephales promelas"
"5dbee979ecb7289c82f08bbf7ff5d91a3f8aae01","  30427","Haemorhous mexicanus","species",NA,"Metazoa","Chordata","Aves","Passeriformes","Fringillidae","Haemorhous","Haemorhous mexicanus"
"acb132e82e2ef43f8eac6c7e5dd85c551168b718"," 183663","Soricinae","subfamily","1.0000","Metazoa","Chordata","Mammalia","Eulipotyphla","Soricidae","",""
"d5f832529f6b73fadb1b9087af48bf9a8dc101c8","   8833","Aix sponsa","species",NA,"Metazoa","Chordata","Aves","Anseriformes","Anatidae","Aix","Aix sponsa"
"5a0c3363fdff5328d9329fe07af54c881ec0fbf2"," 452646","Neovison vison","species",NA,"Metazoa","Chordata","Mammalia","Carnivora","Mustelidae","Neovison","Neovison vison"
"31adf9b0bfe620438b8e730fd474cc27e61c3cc4","  69293","Gasterosteus aculeatus","species",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus","Gasterosteus aculeatus"
"bbb3bcc890abbefe2371f7ee55542ef8cb9debc9","   9321","Osphranter rufus","species",NA,"Metazoa","Chordata","Mammalia","Diprotodontia","Macropodidae","Osphranter","Osphranter rufus"
"5a666e6ab10b8542143aa8e2949b7ffdac0a0629","   8295","Ambystoma","genus","1.0000","Metazoa","Chordata","Amphibia","Caudata","Ambystomatidae","Ambystoma",""
"73bd07c218ab7e4ae33a1653d793820dc5cbb2c4"," 126287","Didelphinae","subfamily","1.0000","Metazoa","Chordata","Mammalia","Didelphimorphia","Didelphidae","",""
"e949919da98e5306e2e0256d20339908ccb29c81"," 126287","Didelphinae","subfamily","1.0000","Metazoa","Chordata","Mammalia","Didelphimorphia","Didelphidae","",""
"e38e779b032805db5aa7de7dc90149d3fce72e79"," 183663","Soricinae","subfamily","1.0000","Metazoa","Chordata","Mammalia","Eulipotyphla","Soricidae","",""
"ea62e2e47d7dd107663f724d398ad768284fd5fb","   9605","Homo","genus",NA,"Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo",""
"3e20d1d38c970172540aa32f850086fcf5f7557e","   8295","Ambystoma","genus","1.0000","Metazoa","Chordata","Amphibia","Caudata","Ambystomatidae","Ambystoma",""
"5ec793e1fa5b1af03b12d12d1f83d8206437e32c"," 126287","Didelphinae","subfamily","1.0000","Metazoa","Chordata","Mammalia","Didelphimorphia","Didelphidae","",""
"a50124b9266a0eb0c87fe119cb9cefe63a948734"," 337963","Neotominae","subfamily","1.0000","Metazoa","Chordata","Mammalia","Rodentia","Cricetidae","",""
"21172a93ab34a2c825ff5680bbceecf51bcbf7f9","   9653","Procyon","genus","1.0000","Metazoa","Chordata","Mammalia","Carnivora","Procyonidae","Procyon",""
"d4dc0b36a2f8841e168f6a8c88532702acf1c060","   8295","Ambystoma","genus","1.0000","Metazoa","Chordata","Amphibia","Caudata","Ambystomatidae","Ambystoma",""
"c727807b7ab66f859a5f5d3c25a99148e2db6249","   9605","Homo","genus",NA,"Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo",""
"bd0035049d9540b3b4f593e82ad1c77adddd9921","   8830","Anatidae","family","0.9963","Metazoa","Chordata","Aves","Anseriformes","Anatidae","",""
"8b4c02e43471f8e756ef519737102f06235928ee","   9605","Homo","genus",NA,"Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo",""
"7ed525639c40b9418b4743e59f833fa5b3bdf355","2743731","Pogonichthyinae","subfamily","1.0000","Metazoa","Chordata","Actinopteri","Cypriniformes","Leuciscidae","",""
"a05528c413125215bde6d2205cba6d625e7228f9","   9347","Eutheria","clade","1.0000","Metazoa","Chordata","Mammalia","","","",""
"be1bd85cbedd796b3b70618ed8248f5c66768c49"," 504568","Salmoninae","subfamily","1.0000","Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","",""
"7ac490417f5aeaf9e327657f193c8fd6a03e2585","  51342","Aplodontia rufa","species",NA,"Metazoa","Chordata","Mammalia","Rodentia","Aplodontiidae","Aplodontia","Aplodontia rufa"
"a1e9fcf50d7a6b6981a4ee396ec595ed81e24e0e"," 337687","Muroidea","clade","1.0000","Metazoa","Chordata","Mammalia","Rodentia","","",""
"da83c719cc06209b92f6b2c6a335a055a2db77cf","   9823","Sus scrofa","species",NA,"Metazoa","Chordata","Mammalia","Artiodactyla","Suidae","Sus","Sus scrofa"
"5681412e10d7afca74e29a9daffb93b31b243cf3","   9605","Homo","genus",NA,"Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo",""
"ce7a47764ee679769ad968f12d87892e49866aa5","   9605","Homo","genus",NA,"Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo",""
"104cd8b505413febe007af9b157d44c05f6316a0","   8830","Anatidae","family","0.9965","Metazoa","Chordata","Aves","Anseriformes","Anatidae","",""
"b691daf5f3e55296cbb67deae952dd7956d05afd","  33213","Bilateria","clade","1.0000","Metazoa","","","","","",""
"ebfdc0a153d719a21b03b26c5b220ea447328d42","   9347","Eutheria","clade","1.0000","Metazoa","Chordata","Mammalia","","","",""
"25509e3523a2f26c8747deecc4d1f7dad1958a69","   9605","Homo","genus",NA,"Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo",""
"9e5a587b3445b4c5e7acbb8ed13e59411b6a8b27","  33213","Bilateria","clade","1.0000","Metazoa","","","","","",""
"861e251b9ae4c905fd2632bc83c749df7497cebf","   9605","Homo","genus",NA,"Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo",""
"bfa2079293edd4c2929d2b4a350ff6c366c410b5","   8016","Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"5a7e5ebe5d3d6d76de3044040dccd1ab3d048894","  33213","Bilateria","clade","1.0000","Metazoa","","","","","",""
"26687294c098bffbb9a67cd3955ac0597b76e24a"," 126287","Didelphinae","subfamily","1.0000","Metazoa","Chordata","Mammalia","Didelphimorphia","Didelphidae","",""
"1253c453616d5428cb079ffadb26eacdaa44588c"," 337687","Muroidea","clade","1.0000","Metazoa","Chordata","Mammalia","Rodentia","","",""
"6109f20abd12924d6213ac59a12a3d1a97c9d2a1","   8825","Neognathae","infraclass","0.9996","Metazoa","Chordata","Aves","","","",""
"72a7f8663817f9ad988cb7648f85d33f98d258d7","  33213","Bilateria","clade","1.0000","Metazoa","","","","","",""
"2aabdc69f5f7834996039f4029fa03ecfe70ffc0","  33213","Bilateria","clade","1.0000","Metazoa","","","","","",""
"c9516be4d121ad32689e40d423591f9b64472fdf","   8295","Ambystoma","genus","1.0000","Metazoa","Chordata","Amphibia","Caudata","Ambystomatidae","Ambystoma",""
"cf02c7ac513865d632d7fcda290bf109dbf1b8f5","   9347","Eutheria","clade","1.0000","Metazoa","Chordata","Mammalia","","","",""
"3bc4f1bac2e4baecd9b210ab909e63d766edcf19","  33213","Bilateria","clade","1.0000","Metazoa","","","","","",""
"eb1ac26b789ed4d841c376f862ae07b823e29c5a","   9605","Homo","genus",NA,"Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo",""
"aa48da6f16ba1ecf8170dc684c45c1b2e3f34202","   9611","Canis","genus",NA,"Metazoa","Chordata","Mammalia","Carnivora","Canidae","Canis",""
"3f4244f5f9fad0d75922a1569d94ab3eb33f3c86"," 504568","Salmoninae","subfamily","1.0000","Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","",""
"e4991723a7f544f770553242fd5d674e4a33c729","   9347","Eutheria","clade","1.0000","Metazoa","Chordata","Mammalia","","","",""
"a5d81dc298620f0a9a50b3270f99d7484f08442d","   9605","Homo","genus",NA,"Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo",""
"0504cfc515f4a0d74b228ae06b9355c3ca7b2c2a","   9605","Homo","genus",NA,"Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo",""
"308db18c6bf1525b24967bd6b8226a33664efb18"," 504568","Salmoninae","subfamily",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","",""
"c5bddb380d8f4ef024f7d303420c06ce0fea6610","   9605","Homo","genus",NA,"Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo",""
"53ef8d04c34a3b621ec03930bc093691db6632e2","   9681","Felidae","family","0.9922","Metazoa","Chordata","Mammalia","Carnivora","Felidae","",""
"c84e42605c03a126ea41adece7c6e0b077fcefff"," 337687","Muroidea","clade","1.0000","Metazoa","Chordata","Mammalia","Rodentia","","",""
"0801162c7ce06ed4f89326e144671b88806f5c78","   9605","Homo","genus",NA,"Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo",""
"df5823fe2a8d10862daf8b3122776f35f7432a10","  69292","Gasterosteus","genus","0.9996","Metazoa","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus",""
"05088c6ce450cf7d1c3ea8b04379acdfaddad53c"," 126287","Didelphinae","subfamily","1.0000","Metazoa","Chordata","Mammalia","Didelphimorphia","Didelphidae","",""
"3374699ce2fe486122985b248e91a58e6eef868f","   9605","Homo","genus",NA,"Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo",""
"858f4c2c3cd20bd167f1e495bfdc88b71aa217a9","  33213","Bilateria","clade","1.0000","Metazoa","","","","","",""
"3fbf788f1c2636c3191deb6273665cb86db852d9","  33213","Bilateria","clade",NA,"Metazoa","","","","","",""
"7fbfe2c57d2acda04680a67874efb6d865db0a97","   9347","Eutheria","clade","1.0000","Metazoa","Chordata","Mammalia","","","",""
"ea3f03e6ca887f21b5ab45dedc298ac26587f3b0","   9605","Homo","genus",NA,"Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo",""
"23c028aed3e55ece7d6dd3dfa4e93a0defff131b","   9126","Passeriformes","order",NA,"Metazoa","Chordata","Aves","Passeriformes","","",""
"ee10a57b8e892ee72bf167c0efd0a15ec40cd488","  33213","Bilateria","clade","1.0000","Metazoa","","","","","",""
"a94029641b54393c2e9ba00266a652c51d5f71c4","   9605","Homo","genus",NA,"Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo",""
"0b19869fd0acbf15c5eaac9aca77104403ac0584"," 337963","Neotominae","subfamily","1.0000","Metazoa","Chordata","Mammalia","Rodentia","Cricetidae","",""
"01719166d24c6b718d79036a279a11fa88f786c7","   9605","Homo","genus",NA,"Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo",""
"71892e2b7f0fd32f93e3686338fc51d1aa2a6a4a"," 183663","Soricinae","subfamily","1.0000","Metazoa","Chordata","Mammalia","Eulipotyphla","Soricidae","",""
"d44650aa63984723c4bb0aa0fec4e806e19d3f4b","  33213","Bilateria","clade",NA,"Metazoa","","","","","",""
"4139cc4fa1f13b573dab596d1cfa19518ddc246b","   9347","Eutheria","clade","1.0000","Metazoa","Chordata","Mammalia","","","",""
"4efe675016c464c3220dcb566fc715559a5c1f4e","   8830","Anatidae","family",NA,"Metazoa","Chordata","Aves","Anseriformes","Anatidae","",""
"29ccfd7300dc93ae980c866b3f1292c8022c2393","   9605","Homo","genus",NA,"Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo",""
"07ca248643af0bbb7698819fde905aae6ac174c7","   9605","Homo","genus",NA,"Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo",""
"8e910f61a2e693e25db5ffe985fea01b10d0d5f8","  33213","Bilateria","clade","1.0000","Metazoa","","","","","",""
"b95d5d14a373b1d97836a5552f9b214cab31fc0e","   9605","Homo","genus",NA,"Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo",""
"ac34a352a5d7b37c85722b4e5597d00db11c5f06","   9347","Eutheria","clade","1.0000","Metazoa","Chordata","Mammalia","","","",""
"1abdc323713cadfc3f7b8158b4138a27639d90a4","   9605","Homo","genus",NA,"Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo",""
"cf89932a2aa74ba1f37ea87c338335f029cafec4"," 337963","Neotominae","subfamily","1.0000","Metazoa","Chordata","Mammalia","Rodentia","Cricetidae","",""
"a5f7a18462eff1389dce7148106b3e67f9859411"," 504568","Salmoninae","subfamily","1.0000","Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","",""
"68d8363d7168164ccc0951390adb69941b4d3476","   9605","Homo","genus",NA,"Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo",""
"1248a1e02f46b167945815532a8d2260f23b7200"," 337687","Muroidea","clade","1.0000","Metazoa","Chordata","Mammalia","Rodentia","","",""
"5340318d81f3f2f31a7a98e7fae37945f1542077","  33213","Bilateria","clade","1.0000","Metazoa","","","","","",""
"142fbe996e9fd558b17f5cc669917e1ccce4ceed","   9605","Homo","genus",NA,"Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo",""
"871965f657d4a8a7644d5c91b3156f64d4cda176","   9611","Canis","genus",NA,"Metazoa","Chordata","Mammalia","Carnivora","Canidae","Canis",""
"b3f3b06c53b5f4cece80b21c1edee9cc4a13b18c","   9605","Homo","genus",NA,"Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo",""
"a1bb23180a60b999c8d34cebb59b701acaaaf72c"," 337752","Sciurini","tribe","1.0000","Metazoa","Chordata","Mammalia","Rodentia","Sciuridae","",""
"808b2e8077c5c41a04e8bf65505b6dd7a4d5acea"," 337963","Neotominae","subfamily","1.0000","Metazoa","Chordata","Mammalia","Rodentia","Cricetidae","",""
"4de6999ba46658cbd169abaa3cd0b167f482e12b","   9605","Homo","genus",NA,"Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo",""
"f22c8783a22a6021bb0d6a2b51b214dcdcf68a56","   7996","Ictaluridae","family","1.0000","Metazoa","Chordata","Actinopteri","Siluriformes","Ictaluridae","",""
"870c958f65d8f410ebfc2b057c5d1ed4c278223f","   9126","Passeriformes","order","1.0000","Metazoa","Chordata","Aves","Passeriformes","","",""
"fba91242a058d7e61c7992aa54f62f1a74b7f3ec","   9126","Passeriformes","order",NA,"Metazoa","Chordata","Aves","Passeriformes","","",""
"2c89d33051547d287b66c7779c8a52499f8d0329","   9347","Eutheria","clade","1.0000","Metazoa","Chordata","Mammalia","","","",""
"7ab5e92a5cd0e99b7e8d4c0c7a10b534618de006","  33213","Bilateria","clade",NA,"Metazoa","","","","","",""
"20c281c322d383b821af10ba009acaecf0906e5c","  10114","Rattus","genus",NA,"Metazoa","Chordata","Mammalia","Rodentia","Muridae","Rattus",""
"08138115cd3348ae7df3386366b72d3f2c9c799f","   8092","Cottidae","family",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Cottidae","",""
"a5e54797ddba3b68f09a89f5c84ab5b43b90283c","   9347","Eutheria","clade","1.0000","Metazoa","Chordata","Mammalia","","","",""
"4df8cdb193b1b1bfe2710461b179c34541dcfffe","   9605","Homo","genus",NA,"Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo",""
"70a3e53e3e2c41bc4c57cbd79f14cc0d9c515f5c","   8830","Anatidae","family","0.9998","Metazoa","Chordata","Aves","Anseriformes","Anatidae","",""
"365b9ca2611bbe10fc3cd6493f967e340a18ff53","   8016","Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"4bf5a7c2b063ba8c585da4aebeebef3bdfe01187","  33213","Bilateria","clade","1.0000","Metazoa","","","","","",""
"d4683cfa7b706bd5b9cc7191b45dc1721a7e6bf6"," 504568","Salmoninae","subfamily",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","",""
"156f773ff63363e6824c26ca8cd22b871d45f0e7","   9605","Homo","genus",NA,"Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo",""
"41f7f70b9a0e5588c1da27aaab8b61682e41e656","   9688","Panthera","genus","1.0000","Metazoa","Chordata","Mammalia","Carnivora","Felidae","Panthera",""
"2b0c39077f06327b7e2754fe64381e2b2d57e560","2743731","Pogonichthyinae","subfamily","1.0000","Metazoa","Chordata","Actinopteri","Cypriniformes","Leuciscidae","",""
"42bfad7118600bcb5e32197d62d315f8c630b47f"," 504568","Salmoninae","subfamily",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","",""
"d330ddf0a2a0c096d1f61432854aeeff740d6057","   8295","Ambystoma","genus","1.0000","Metazoa","Chordata","Amphibia","Caudata","Ambystomatidae","Ambystoma",""
"6d408eeb7f32a8582891ca4bd67094577495e45e","  33213","Bilateria","clade",NA,"Metazoa","","","","","",""
"bb8fc41559d046a28c66d8f462ad199b5175a3dc","  33213","Bilateria","clade","1.0000","Metazoa","","","","","",""
"4034e3f8d59651874847b26c07aed84914791e06","  10114","Rattus","genus","1.0000","Metazoa","Chordata","Mammalia","Rodentia","Muridae","Rattus",""
"1c723be7c521b836ac10a356b5c7d6fb3f903278","   9347","Eutheria","clade","0.9984","Metazoa","Chordata","Mammalia","","","",""
"a56780f0ba3e80909339560fef5491f720c32902","   9347","Eutheria","clade","0.9997","Metazoa","Chordata","Mammalia","","","",""
"b01206a5c3894a926e2167b0766297f098896c5f","   9319","Osphranter robustus","species",NA,"Metazoa","Chordata","Mammalia","Diprotodontia","Macropodidae","Osphranter","Osphranter robustus"
"311dc383535518bf3e6f854961ac2d777cc957f9","  13245","Regulus satrapa","species",NA,"Metazoa","Chordata","Aves","Passeriformes","Sylviidae","Regulus","Regulus satrapa"
"2b1ec1d5d174ca843ca0204c4278026685733793","   9881","Odocoileinae","subfamily","1.0000","Metazoa","Chordata","Mammalia","Artiodactyla","Cervidae","",""
"5d033a6112f231fd3f8991741e0f04f193517321"," 400782","Parulidae","family","1.0000","Metazoa","Chordata","Aves","Passeriformes","Parulidae","",""
"811386408228b1a3ecb09a8ca20a8e1fa0079733","  33213","Bilateria","clade",NA,"Metazoa","","","","","",""
"8b376473d90c35aeeb560579b333dafb7c3383e8","  33213","Bilateria","clade",NA,"Metazoa","","","","","",""
"0363cf7845c83893bf60aec12c10c339dcb8917b","   9605","Homo","genus",NA,"Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo",""
"542dd18ca3e3ace5abe1627c741ecaf6fffcb4af","   8295","Ambystoma","genus","1.0000","Metazoa","Chordata","Amphibia","Caudata","Ambystomatidae","Ambystoma",""
"718e4496abb042983be42da7ec4f981a95e3cac4","   8825","Neognathae","infraclass","0.9991","Metazoa","Chordata","Aves","","","",""
"afb6e29d578074f7a4ffe420bed62b2babbaa2c1","  38609","Diprotodontia","order","0.9996","Metazoa","Chordata","Mammalia","Diprotodontia","","",""
"dd28e16bf1e48a6808059b3cc5e6c3e8fd917dc0","   9605","Homo","genus",NA,"Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo",""
"b58374d8618538313e00e15d8290f4c594d71fda","      1","root","no rank","1.0000","","","","","","",""
"44371723ba75af5fce2c8ba0e3b35b828bc69d18","   9611","Canis","genus",NA,"Metazoa","Chordata","Mammalia","Carnivora","Canidae","Canis",""
"3bc98c2fc6c2bac1037fbc2452824d9524bff3ed"," 126287","Didelphinae","subfamily","1.0000","Metazoa","Chordata","Mammalia","Didelphimorphia","Didelphidae","",""
"2cfff9ce7e2ea0339b4273bb3e699ff610799cc6","  33213","Bilateria","clade",NA,"Metazoa","","","","","",""
"3eaad0dc9d26c11f290f986b90f49efd74602b29","   8295","Ambystoma","genus","1.0000","Metazoa","Chordata","Amphibia","Caudata","Ambystomatidae","Ambystoma",""
"7cb1f8f9f7d2179d9283ea8595c40a3a1936b63b","   9881","Odocoileinae","subfamily","1.0000","Metazoa","Chordata","Mammalia","Artiodactyla","Cervidae","",""
"9e4fc567503b99e7b4fe2492eb6176cc07da4084","      1","root","no rank","1.0000","","","","","","",""
"ed4d221f384763307ec5b4b7abb95902ba038b19","   9126","Passeriformes","order","0.9596","Metazoa","Chordata","Aves","Passeriformes","","",""
"c759355dee9f9aa45a12f5cef4b9c304711eb9d4","   9989","Rodentia","order","1.0000","Metazoa","Chordata","Mammalia","Rodentia","","",""
"1a048a3ebd5a73e938263b67011245ec212d0a20","   9913","Bos taurus","species",NA,"Metazoa","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","Bos taurus"
"68555c3d5ffd7dbdae3901cba5230626de7bf52f","  33213","Bilateria","clade","1.0000","Metazoa","","","","","",""
"2651113fa19685a6d0caf1047667ab0bddb474eb","   9605","Homo","genus",NA,"Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo",""
"624fbb8304044ddee6bf9d39c987a978e941e548"," 126287","Didelphinae","subfamily","1.0000","Metazoa","Chordata","Mammalia","Didelphimorphia","Didelphidae","",""
"12a8b6076ba2a5fd7d011d6d6d7abecfa6151b6e","1437010","Boreoeutheria","clade","1.0000","Metazoa","Chordata","Mammalia","","","",""
"7d938b93e1f6a1cd8b12fdac2b2672fad00b3080","   8295","Ambystoma","genus","1.0000","Metazoa","Chordata","Amphibia","Caudata","Ambystomatidae","Ambystoma",""
"104a716f69e7d542afdd9f98654efed494b77577","  33213","Bilateria","clade","1.0000","Metazoa","","","","","",""
"4f63b98f1deeca6ecac02c2b114d7b693f1f27db","  33213","Bilateria","clade","1.0000","Metazoa","","","","","",""
"4426db5235a01eff13fbd3ae179dabba84fd198d","   9605","Homo","genus",NA,"Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo",""
"8666594c9b89581d4555a71005023432e9abe1b2"," 337687","Muroidea","clade","1.0000","Metazoa","Chordata","Mammalia","Rodentia","","",""
"5d599e4d35d5fbf6e119745d3d0c4ed65fc32b6c"," 175121","Passeroidea","superfamily","1.0000","Metazoa","Chordata","Aves","Passeriformes","","",""
"139ff38d8eb60547dba8a13573cc4d1939382544","  28725","Corvidae","family","0.9806","Metazoa","Chordata","Aves","Passeriformes","Corvidae","",""
"3144807e9bbd9e36e21746e94494c6ed39dd47c9"," 504568","Salmoninae","subfamily","1.0000","Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","",""
"0136045211815efe585d758255e71b356536a546","  33213","Bilateria","clade","1.0000","Metazoa","","","","","",""
